organization_name,organization_type,island,municipality,department_area,website,email_main,phone_main,source_url,source_file,source_type,icp_segment,notes,quality_flags,needs_manual_review,duplicate_possible
Ayuntamiento de Santa Ursula,ayuntamiento,Tenerife,Santa Ursula,Igualdad,http://www.santaursula.es,igualdad@aytosantaursula.com,"922 30 16 40 ext. 2260, 2300, 2310, 2258",https://www.santaursula.es/ayuntamiento/equipo-de-gobierno/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2.,generic_department_email;multiple_emails_in_source,false,false
Ayuntamiento de Santiago del Teide,ayuntamiento,Tenerife,Santiago del Teide,Igualdad,http://www.santiagodelteide.org/,igualdad@santiagodelteide.es,922863127 ext. 220,https://www.santiagodelteide.es/area-de-igualdad/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 3 contact rows. Unique emails retained: 3. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source,true,false
Ayuntamiento de Tacoronte,ayuntamiento,Tenerife,Tacoronte,Politicas Sociales,http://www.tacoronte.es/,jacarsal@aytotacoronte.org,922 561 350 ext. 101,https://www.tacoronte.es/ayuntamiento/grupo-de-gobierno/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 2 contact rows. Unique emails retained: 2.,multiple_emails_in_source,false,false
Ayuntamiento de Tazacorte,ayuntamiento,La Palma,Tazacorte,Mujer / Politicas Sociales,http://www.tazacorte.es/,Unknown,922480803 ext. 2045 | 2046,https://tazacorte.es/site/ayuntamiento/organos-de-gobierno/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 1 contact rows.,missing_email;source_confidence_medium,true,false
Ayuntamiento de Teguise,ayuntamiento,Lanzarote,Teguise,Igualdad / Politicas Sociales,http://www.teguise.es,angonzalezcc@teguise.es,928845926-669428669,https://teguise.es/ayuntamiento/concejales-del-grupo-de-gobierno/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 1 contact rows. Unique emails retained: 1.,Unknown,false,false
Ayuntamiento de Tejeda,ayuntamiento,Gran Canaria,Tejeda,Igualdad / Mujer / Politicas Sociales,http://www.tejeda.es/,serviciossociales@tejeda.es,928 666 001 ext. 0116,https://tejeda.eu/corporacion-municipal/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 3 contact rows. Unique emails retained: 3. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source;review_required_from_source_note,true,false
Ayuntamiento de Telde,ayuntamiento,Gran Canaria,Telde,Igualdad,http://www.telde.es/,igualdad@telde.es,619 210 083,https://www.telde.es/transparencia/transparencia-institucional-organizativa-y-perso/unidades-administrativas-a-nivel-de-servicio/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,institutional_directory,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2.,generic_department_email;multiple_emails_in_source,false,false
Ayuntamiento de Teror,ayuntamiento,Gran Canaria,Teror,Igualdad / Politicas Sociales,http://www.teror.es/,concejaliadeigualdad@teror.es,928 630 075 | 76 ext. 02154 | 02155 | 02156,https://teror.es/organizacion/grupo-de-gobierno-2023-2027/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2.,generic_department_email;multiple_emails_in_source;source_confidence_medium,false,false
Ayuntamiento de Tias,ayuntamiento,Lanzarote,Tias,Igualdad / Politicas Sociales / Participacion Ciudadana,http://www.ayuntamientodetias.es,info@tias.org,928 52 44 66,https://www.ayuntamientodetias.es/portfolio-item/concejalia-de-servicios-sociales-y-participacion-ciudadana/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,generic_institutional_email;multiple_emails_in_source,true,false
Ayuntamiento de Tijarafe,ayuntamiento,La Palma,Tijarafe,Igualdad / Educacion,http://www.tijarafe.es,tijarafe@tijarafe.org,922 58 90 46 | 922 49 00 03 ext. 4016,https://www.tijarafe.net/index.php/concejalias,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 1 contact rows. Unique emails retained: 1.,source_confidence_medium,false,false
Ayuntamiento de Tinajo,ayuntamiento,Lanzarote,Tinajo,Igualdad,http://www.tinajo.es,pciserviciossociales@tinajo.es,638950702,https://www.tinajo.es/noticias/si-duele-no-es-amor,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 4 contact rows. Unique emails retained: 4. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source,true,false
Ayuntamiento de Tuineje,ayuntamiento,Fuerteventura,Tuineje,Politicas Sociales,http://www.ayuntamientotuineje.com,serviciossociales@ayuntamientotuineje.com,928 162 862,https://www.ayuntamientotuineje.com/ayuntamiento/organizacion-politica/lucia-belen-cubas-gil/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source,true,false
Ayuntamiento de Valle Gran Rey,ayuntamiento,La Gomera,Valle Gran Rey,Igualdad / Juventud,http://www.vallegranrey.es/,ayuntamiento@vallegranrey.es,922 805 000 | 922 805 008,https://transparencia.vallegranrey.es/publicidad-activa/organizacion-municipal/miembros-electos/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,institutional_directory,Ayuntamiento - Igualdad,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_institutional_email;review_required_from_source_note;source_confidence_medium,true,false
Ayuntamiento de Vallehermoso,ayuntamiento,La Gomera,Vallehermoso,Igualdad / Politicas Sociales / Juventud,http://www.ayuntamientovallehermoso.org/,ayuntamiento@vallehermosoweb.es,Unknown,https://aytovallehermoso.net/gobierno-municipal/vanessa-hernandez-correa/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_institutional_email;missing_phone;review_required_from_source_note;source_confidence_medium,true,false
Ayuntamiento de Valleseco,ayuntamiento,Gran Canaria,Valleseco,Igualdad / Mujer,http://www.valleseco.es/,igualdad@valleseco.es,928 618 022 ext. 141,https://valleseco.es/valleseco/mujer-e-igualdad/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 3 contact rows. Unique emails retained: 3.,generic_department_email;multiple_emails_in_source,false,false
Ayuntamiento de Valsequillo de Gran Canaria,ayuntamiento,Gran Canaria,Valsequillo,Igualdad / Politicas Sociales,http://www.valsequillogc.es/,serviciossociales@valsequillogc.net,928 705 011 ext. 2311,https://www.valsequillogc.es/ayto3/corporacion-2023-2027-2/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source;source_confidence_medium,true,false
Ayuntamiento de Valverde,ayuntamiento,El Hierro,Valverde,Politicas Sociales / Educacion,http://www.aytovalverde.org/,cmbrosed@aytovalverde.org,922 55 00 25,https://aytovalverde.org/ayuntamiento/miembros-de-la-corporacion/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1.,review_required_from_source_note,false,false
Ayuntamiento de Vega de San Mateo,ayuntamiento,Gran Canaria,Vega de San Mateo,Igualdad,http://www.vegasanmateo.es/,igualdad@vegadesanmateo.org,616 56 13 69,https://www.vegadesanmateo.es/areas/igualdad,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 3 contact rows. Unique emails retained: 3. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source,true,false
Ayuntamiento de Vilaflor de Chasna,ayuntamiento,Tenerife,Vilaflor de Chasna,Politicas Sociales,http://www.vilaflordechasna.es/,serviciossociales@vilaflordechasna.es,922 70 98 02,https://vilaflordechasna.es/servicios-sociales,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1.,generic_department_email,false,false
Ayuntamiento de Villa de Arico,ayuntamiento,Tenerife,Arico,Politicas Sociales,Unknown,servicios_sociales@ayuntamientodearico.com,922 768 242 ext. 7,https://www.ayuntamientodearico.com/bienestar-social/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 2 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source;review_required_from_source_note;source_confidence_medium;unknown_contact_name,true,false
Ayuntamiento de Villa de Mazo,ayuntamiento,La Palma,Villa de Mazo,Igualdad / Politicas Sociales,http://www.villademazo.com,ssociales@villademazo.es,922 44 00 03,https://villademazo.com/idafe-hernandez-designa-las-areas-de-gobierno-del-ayuntamiento-de-villa-de-mazo/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source,true,false
Ayuntamiento de Yaiza,ayuntamiento,Lanzarote,Yaiza,Politicas Sociales,http://www.yaiza.org,alcaldia@ayuntamientodeyaiza.es,928 83 68 34,https://yaiza.es/concejalias/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_institutional_email;source_confidence_medium,true,false
Ayuntamiento de la Villa de Arafo,ayuntamiento,Tenerife,Arafo,Igualdad / Politicas Sociales,Unknown,registro@arafo.es,922 51 17 11 | 922 51 17 12,https://www.arafo.es/equipo-de-gobierno.html,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_institutional_email;source_confidence_medium,true,false
Ayuntamiento de la Villa de Breña Alta,ayuntamiento,La Palma,Brena Alta,Igualdad / Politicas Sociales / Educacion,Unknown,Unknown,922-437851,https://brenaalta.es/corporacion-local/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 1 contact rows.,missing_email;source_confidence_medium,true,false
Ayuntamiento de la Villa de Firgas,ayuntamiento,Gran Canaria,Firgas,Igualdad,Unknown,igualdad@firgas.es,928 625 487,https://www.villadefirgas.es/team/raquel-martel-guerra/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 3 contact rows. Unique emails retained: 3.,generic_department_email;multiple_emails_in_source,false,false
Ayuntamiento de la Villa de Garafía,ayuntamiento,La Palma,Garafia,Politicas Sociales,Unknown,ssociales@garafia.org,637 36 19 27,https://www.garafia.es/corporacion-municipal/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1.,generic_department_email,false,false
Ayuntamiento de la Villa de Moya,ayuntamiento,Gran Canaria,Moya,Politicas Sociales,Unknown,alcaldia@villademoya.es,928 611 255,https://transparencia.villademoya.es/t/representantes/880,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,institutional_directory,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_institutional_email;source_confidence_medium,true,false
Ayuntamiento de la Villa de San Juan de la Rambla,ayuntamiento,Tenerife,San Juan de la Rambla,Politicas Sociales,Unknown,info@sanjuandelarambla.es,922 360 128,https://www.sanjuandelarambla.es/ayuntamiento/grupo-de-gobierno/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_institutional_email,true,false
Ayuntamiento de la Villa de Santa Brigida,ayuntamiento,Gran Canaria,Santa Brigida,Igualdad,Unknown,igualdad@santabrigida.es,928 648 181 ext. 507,https://www.santabrigida.es/juventud-educacion-comercio-turismo-y-parques-y-jardines/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 3 contact rows. Unique emails retained: 3.,generic_department_email;multiple_emails_in_source;review_required_from_source_note,false,false
Ayuntamiento de la Villa de Tegueste,ayuntamiento,Tenerife,Tegueste,Igualdad,Unknown,igualdad@tegueste.org,922316100,https://www.tegueste.es/igualdad/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 1 contact rows. Unique emails retained: 1.,generic_department_email,false,false
Ayuntamiento de la Villa y Ciudad de San Andrés y Sauces,ayuntamiento,La Palma,San Andres y Sauces,Politicas Sociales,Unknown,serviciossociales@sanandresysauces.es,922450203 EXT 5223,https://sanandresysauces.es/ayuntamiento/departamentos/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,institutional_directory,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_department_email;review_required_from_source_note;source_confidence_medium;unknown_contact_name,true,false
Excelentisimo Ayuntamiento de Puerto de la Cruz,ayuntamiento,Tenerife,Puerto de la Cruz,Politicas Sociales / Educacion / Juventud,Unknown,derechosocial@puertodelacruz.es,922 37 84 17 | 922 38 60 05,https://www.puertodelacruz.es/derecho-social/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Entidad Publica - Igualdad/Empleo,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_department_email;source_confidence_medium;unknown_contact_name,true,false
Ilustre Ayuntamiento de El Rosario,ayuntamiento,Tenerife,El Rosario,Igualdad / Politicas Sociales,Unknown,serviciossociales@ayuntamientoelrosario.org,922 01 01 60,https://www.ayuntamientoelrosario.org/index.php/2020/03/19/el-rosario-pone-en-marcha-una-serie-de-medidas-para-facilitar-alimentos-y-medicinas-a-personas-mayores-solas/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 2 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source;source_confidence_medium;unknown_contact_name,true,false
Ilustre Ayuntamiento de El Sauzal,ayuntamiento,Tenerife,El Sauzal,Igualdad,Unknown,ayuntamiento@elsauzal.es,922 570 000 ext. 1156,https://www.elsauzal.es/ayuntamiento/corporacion-municipal-del-mandato-2023-2027/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,generic_institutional_email;multiple_emails_in_source,true,false
Ilustre Ayuntamiento de La Guancha,ayuntamiento,Tenerife,La Guancha,Igualdad / Politicas Sociales / Empleo / Desarrollo Local / Educacion / Juventud,Unknown,serviciossociales@laguancha.es,922828002,https://www.laguancha.es/corporacion-municipal/,04_outputs/skilland-ia-mujeres/ayuntamientos_contactos_igualdad_social/directorio_ayuntamientos_igualdad_social.csv,official_website,Ayuntamiento - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source,true,false
Cabildo Insular de La Gomera,cabildo,La Gomera,Unknown,Igualdad / Politicas Sociales / Educacion,https://www.lagomera.es,rgarcia@lagomera.es,922 470 080 | 922 470 081 | 922 470 083 | 922 470 085,https://www.lagomera.es/area/presidencia/presidente-y-consejeros-del-cabildo-insular,04_outputs/skilland-ia-mujeres/cabildos_contactos_igualdad_social/directorio_cabildos_igualdad_social.csv,official_website,Cabildo - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,source_confidence_low;unknown_department_area,true,false
Cabildo de El Hierro,cabildo,El Hierro,Unknown,Politicas Sociales;Empleo,https://www.elhierro.es,alopez@elhierro.es,922 550 017 | 922 553 400,https://www.elhierro.es/es/amado-carballo-quintero | https://www.elhierro.es/es/anabel-lopez-garcia,04_outputs/skilland-ia-mujeres/cabildos_contactos_igualdad_social/directorio_cabildos_igualdad_social.csv,official_website,Cabildo - Politicas Sociales;Cabildo - Empleo,Merged from 2 contact rows. Unique emails retained: 2. Multiple relevant department areas retained. Manual review flagged on 2 contact rows.,multi_area;multi_segment;shared_phone,true,false
Cabildo de Fuerteventura,cabildo,Fuerteventura,Unknown,Empleo / Educacion / Juventud;Igualdad / Politicas Sociales / Participacion Ciudadana,https://www.cabildofuer.es,empleo@cabildofuer.es,928 533 339 | 928 862 484 | 928 862 300,https://www.cabildofuer.es/documentos/Empleo/agencia_colocacion_servicios.pdf | https://www.cabildofuer.es/cabildo/fuerteventura-avanza-en-la-elaboracion-del-i-plan-insular-de-igualdad/ | https://www.cabildofuer.es/cabildo/fuerteventura-avanza-en-la-elaboracion-del-i-plan-insular-de-igualdad/ | https://www.cabildofuer.es/documentos/Empleo/agencia_colocacion_servicios.pdf,04_outputs/skilland-ia-mujeres/cabildos_contactos_igualdad_social/directorio_cabildos_igualdad_social.csv,official_website,Cabildo - Empleo;Cabildo - Igualdad,Merged from 5 contact rows. Unique emails retained: 5. Multiple relevant department areas retained. Manual review flagged on 5 contact rows.,generic_department_email;generic_institutional_email;multi_area;multi_segment;multiple_emails_in_source;shared_email_duplicate;shared_phone,true,false
Cabildo de Gran Canaria,cabildo,Gran Canaria,Unknown,Igualdad / Politicas Sociales,https://cabildo.grancanaria.com,igualdadcabildo@grancanaria.com,+34 928 219 421 | +34 928 219 494,https://cabildo.grancanaria.com/organigrama | https://cabildo.grancanaria.com/organigrama | https://cabildo.grancanaria.com/-/juan-diaz-sanchez,04_outputs/skilland-ia-mujeres/cabildos_contactos_igualdad_social/directorio_cabildos_igualdad_social.csv,institutional_directory;institutional_directory;official_website,Cabildo - Igualdad,Merged from 2 contact rows. Unique emails retained: 2. Manual review flagged on 1 contact rows.,generic_department_email;generic_institutional_email;multiple_emails_in_source;shared_email_duplicate;source_confidence_medium,true,false
Cabildo de La Palma,cabildo,La Palma,Unknown,Igualdad / Politicas Sociales;Empleo / Educacion,https://transparencia.cabildodelapalma.es | https://cabildodelapalma.es,mujer.intervencion@cablapalma.es,922 423 100 ext. 4492 | 922 418 000,https://transparencia.cabildodelapalma.es/media/r/ayudas-subvenciones/plan-estrategico/2025-2027/Modif%2011%20PES%20Acci%C3%B3n%20Social.pdf | https://cabildodelapalma.es/es/servicios-centrales-de-educacion-empleo-y-formacion | https://transparencia.cabildodelapalma.es/media/r/ayudas-subvenciones/plan-estrategico/2025-2027/Modif%2011%20PES%20Acci%C3%B3n%20Social.pdf | https://cabildodelapalma.es/es/servicios-centrales-de-educacion-empleo-y-formacion,04_outputs/skilland-ia-mujeres/cabildos_contactos_igualdad_social/directorio_cabildos_igualdad_social.csv,institutional_directory;official_website;institutional_directory;official_website,Cabildo - Igualdad;Cabildo - Empleo,Merged from 4 contact rows. Unique emails retained: 4. Multiple relevant department areas retained. Manual review flagged on 4 contact rows.,generic_department_email;generic_institutional_email;multi_area;multi_segment;multiple_emails_in_source;shared_email_duplicate;shared_phone,true,false
Cabildo de Lanzarote,cabildo,Lanzarote,Unknown,Igualdad / Politicas Sociales,https://transparencia.cabildodelanzarote.com,gobiernoabierto@cabildodelanzarote.com,928 810 100,https://transparencia.cabildodelanzarote.com/t/representantes/551 | https://transparencia.cabildodelanzarote.com/storage/uploads/1749043960Legislatura%202023-2027.pdf | https://transparencia.cabildodelanzarote.com/t,04_outputs/skilland-ia-mujeres/cabildos_contactos_igualdad_social/directorio_cabildos_igualdad_social.csv,institutional_directory,Cabildo - Igualdad,Merged from 1 contact rows. Unique emails retained: 1. Manual review flagged on 1 contact rows.,generic_institutional_email;shared_email_duplicate;source_confidence_low;source_confidence_medium,true,false
Cabildo de Tenerife,cabildo,Tenerife,Unknown,Politicas Sociales / Participacion Ciudadana;Empleo / Educacion / Juventud;Igualdad,https://www.iass.es | https://www.tenerife.es,igualdadydiversidad@tenerife.es,922 239 707 | 922 239 466,https://www.iass.es/jdownloads/files/portal_de_transparencia/D%20gueda%20Fumero%20Roque%20Grupo%20Popular.pdf | https://www.tenerife.es/w/el-cabildo-forma-a-mas-de-1.200-personas-desempleadas-a-traves-de-cabildo-emplea- | https://www.tenerife.es/contacto-unidad-de-igualdad | https://www.iass.es/jdownloads/files/portal_de_transparencia/D%20gueda%20Fumero%20Roque%20Grupo%20Popular.pdf | https://www.tenerife.es/w/el-cabildo-forma-a-mas-de-1.200-personas-desempleadas-a-traves-de-cabildo-emplea- | https://www.tenerife.es/contacto-unidad-de-igualdad,04_outputs/skilland-ia-mujeres/cabildos_contactos_igualdad_social/directorio_cabildos_igualdad_social.csv,institutional_directory;official_website;official_website;institutional_directory;official_website,Cabildo - Politicas Sociales;Cabildo - Empleo;Cabildo - Igualdad,Merged from 5 contact rows. Unique emails retained: 5. Multiple relevant department areas retained. Manual review flagged on 4 contact rows.,generic_department_email;generic_institutional_email;multi_area;multi_segment;multiple_emails_in_source;shared_email_duplicate;shared_phone;source_confidence_medium,true,false
