organization_id,organization_name,organization_type,partner_country,website_url,contact_url,validated_website_url,contact_name,contact_role,email,email_source_url,source_project_urls,score,suggested_angle,contact_quality_tier,ready_reason
org_brest_metropole_france_fbf2d3a8,Brest metropole,Unknown,France,,https://keep.eu/projects/31268/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31268/ | https://keep.eu/projects/31270/,3.7,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_university_of_galway_college_of_science_bf95a87d,University of Galway (College of Science and Engineering),University / Research,Ireland,,https://keep.eu/projects/31285/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hydea,https://keep.eu/projects/31285/ | https://keep.eu/projects/31263/,3.65,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_sustainable_energy_authority_ireland_sea_3cdd57b1,Sustainable Energy Authority Ireland (SEAI: Research Innovation and Electricity),Unknown,Ireland,,https://keep.eu/projects/31283/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hipotesis,https://keep.eu/projects/31283/,3.65,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_dundalk_institute_of_technology_regional_7609540c,Dundalk Institute of Technology (Regional Development Centre),Regional Authority,Ireland,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.65,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_sociedad_de_promoci_n_econ_mica_de_gran_95c9cd4d,Sociedad de Promoción Económica de Gran Canaria (Promoción Económica ),Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_blue_bioeconomy_colab_n_a_portugal_6b499ed1,Blue Bioeconomy CoLAB (N/A),Unknown,Portugal,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_centro_interdisciplinar_de_investiga_o_m_2d48193b,Centro Interdisciplinar de Investigação Marinha e Ambiental (CIIMAR),Unknown,Portugal,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/blue-shuttle,https://keep.eu/projects/31264/ | https://keep.eu/projects/31285/ | https://keep.eu/projects/31265/ | https://keep.eu/projects/31260/ | https://keep.eu/projects/31252/,4.05,Package digital skills and transformation outputs into structured beneficiary learning tracks.,official_programme_proxy_email,programme_site_published_contact
org_axencia_galega_de_innovaci_n_rea_de_serv_afa35b7e,Axencia Galega de Innovación (Área de Servizos),Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/beap-mar,https://keep.eu/projects/31264/ | https://keep.eu/projects/31251/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_galp_r_a_de_vigo_a_guarda_gerencia_spain_7ef6ca72,GALP Ría de Vigo - A Guarda (Gerencia),Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_itsas_garapen_elkartea_flag_grupo_de_acc_25b57b5b,ITSAS GARAPEN ELKARTEA FLAG (Grupo de Acción Local Pesquero),Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_fundaci_n_hazi_fundazioa_administraci_n_4e4fa96d,Fundación Hazi Fundazioa (Administración),Foundation / NGO,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/reinfforce2,https://keep.eu/projects/31264/ | https://keep.eu/projects/31267/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_agencia_estatal_consejo_superior_de_inve_8af1bd89,Agencia Estatal Consejo Superior de Investigaciones Científicas (Instituto Español de Oceanografía del CSIC),Agency,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/free-litterat,https://keep.eu/projects/31264/ | https://keep.eu/projects/31260/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_universidad_del_pa_s_vasco_euskal_herrik_ddd564ad,Universidad del País Vasco/Euskal Herriko Unibertsitatea (PLENTZIA MARINE STATION),Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_universidad_de_las_palmas_de_gran_canari_024f02bc,"Universidad de Las Palmas de Gran Canaria (Vicerrectorado de Internacionalización, Movilidad y Proyección Internacional)",Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/resilcrops,https://keep.eu/projects/31264/ | https://keep.eu/projects/31284/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_sociedad_de_promoci_n_econ_mica_de_gran_b3dc8c5d,Sociedad de Promoción Económica de Gran Canaria,Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_blue_bioeconomy_colab_portugal_43cbedab,Blue Bioeconomy CoLAB,Unknown,Portugal,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_axencia_galega_de_innovaci_n_spain_b855bbec,Axencia Galega de Innovación,Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/beap-mar,https://keep.eu/projects/31264/ | https://keep.eu/projects/31251/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_nacional_de_fabricantes_de_co_55bc7547,Asociación Nacional de Fabricantes de Conservas de Pescados y Mariscos - Centro Técnico Nacional de Conservación de Productos de la Pesca,Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hub4food,https://keep.eu/projects/31264/ | https://keep.eu/projects/31261/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_galp_r_a_de_vigo_a_guarda_spain_facc9331,GALP Ría de Vigo - A Guarda,Unknown,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_fundaci_n_hazi_fundazioa_spain_fee44038,Fundación Hazi Fundazioa,Foundation / NGO,Spain,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/reinfforce2,https://keep.eu/projects/31264/ | https://keep.eu/projects/31267/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_bba_associa_o_nacional_para_os_biorecurs_2caa9fc9,BBA - Associação Nacional para os Biorecursos Marinhos e Biotecnologia Azul,Association,Portugal,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.65,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_fundaci_institut_en_energia_de_catalunya_a2b1798f,Fundació Institut en Energia de Catalunya (Marine Energies Testing Platform of Catalonia ),Foundation / NGO,Spain,,https://keep.eu/projects/31283/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hipotesis,https://keep.eu/projects/31283/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_consiglio_nazionale_delle_ricerche_istit_aeca65ba,Consiglio Nazionale delle Ricerche (Istituto di Ingegneria del Mare),University / Research,Italy,,https://keep.eu/projects/31283/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hipotesis,https://keep.eu/projects/31283/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_ceo_companhia_da_energia_oce_nica_s_a_ad_fc8557ff,CEO Companhia da Energia Oceânica S.A. (Administração),Private Company,Portugal,,https://keep.eu/projects/31283/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hipotesis,https://keep.eu/projects/31283/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_biscay_marine_energy_platform_s_a_techni_0631611f,Biscay Marine Energy Platform S.A. (Technical Department),Private Company,Spain,,https://keep.eu/projects/31283/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/hipotesis,https://keep.eu/projects/31283/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_fundaci_n_instituto_de_hidr_ulica_ambien_9444ec1f,Fundación Instituto de Hidráulica Ambiental de Cantabria (EUROPEAN PROJECTS ),Foundation / NGO,Spain,,https://keep.eu/projects/31280/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/isurfatlantic,https://keep.eu/projects/31280/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_ideas_3403_s_l_administraci_n_spain_12030ad2,Ideas 3403 S.L. (Administración),Private Company,Spain,,https://keep.eu/projects/31280/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/isurfatlantic,https://keep.eu/projects/31280/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_universidade_de_tr_s_os_montes_e_alto_do_dd7658e1,UNIVERSIDADE DE TRÁS-OS-MONTES E ALTO DOURO (Gabinete de Projetos e Financiamento Externo),Unknown,Portugal,,https://keep.eu/projects/31280/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/isurfatlantic,https://keep.eu/projects/31280/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_turismo_centro_de_portugal_departamento_e1717b37,Turismo Centro de Portugal (Departamento de Estratégia e Operação),Unknown,Portugal,,https://keep.eu/projects/31280/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/isurfatlantic,https://keep.eu/projects/31280/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_associa_o_salvador_angaria_o_de_fundos_p_d61e6ec5,Associação Salvador (Angariação de Fundos),Association,Portugal,,https://keep.eu/projects/31280/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/isurfatlantic,https://keep.eu/projects/31280/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_universidade_da_coru_a_grupo_de_investig_646cceed,Universidade da Coruña (Grupo de Investigación en Historia de la Arquitectura),Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_canaria_de_startups_empresas_5096c67a,"Asociación Canaria de Startups, Empresas de Base Tecnológica e Inversores Ángeles (Projects)",Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_consulta_europa_projects_and_innovation_8cc453b1,Consulta Europa Projects and Innovation (Consulta Europa Projects and Innovation),Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_adms_associa_o_de_desenvolvimento_adms_a_5be937ae,ADMS - Associação de Desenvolvimento (ADMS - Associação de Desenvolvimento Mais Surf),Association,Portugal,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_associa_o_diogo_de_azambuja_escola_profi_e4e41839,ASSOCIAÇÃO DIOGO DE AZAMBUJA (ESCOLA PROFISSIONAL E DE DESENVOLVIMENTO RURAL DO BAIXO MONDEGO),University / Research,Portugal,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_universidade_do_porto_faculdade_de_arqui_b49ec6fd,Universidade do Porto (Faculdade de Arquitetura da Universidade do Porto),Unknown,Portugal,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_ad_elo_associa_o_de_desenvolvimento_loca_a8ce03a3,AD ELO - Associação de Desenvolvimento Local da Bairrada e Mondego (Development Departement),Association,Portugal,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_medatlantia_consultor_a_europea_s_coop_g_178bc072,Medatlantia Consultoría Europea S.Coop Galega (Proyectos europeos),Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_universidad_de_las_palmas_de_gran_canari_71c4a437,Universidad de Las Palmas de Gran Canaria (Instituto Universitario de Turismo y Desarrollo Económico Sostenible),University / Research,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_xunta_de_galicia_direcci_n_general_de_de_4c99cc95,Xunta de Galicia (Dirección General de Desarrollo Pesquero),Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_asociaci_n_canaria_de_startups_empresas_c4889cf1,"Asociación Canaria de Startups, Empresas de Base Tecnológica e Inversores Ángeles",Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_consulta_europa_projects_and_innovation_4a9da383,Consulta Europa Projects and Innovation,Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_adms_associa_o_de_desenvolvimento_mais_s_c09b29da,ADMS - Associação de Desenvolvimento Mais Surf,Association,Portugal,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_ad_elo_associa_o_de_desenvolvimento_loca_88862c56,AD ELO - Associação de Desenvolvimento Local da Bairrada e Mondego,Association,Portugal,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/,https://keep.eu/projects/31270/ | https://keep.eu/projects/19370/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_medatlantia_consultor_a_europea_s_coop_g_9d6a2c4c,Medatlantia Consultoría Europea S.Coop Galega,Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_xunta_de_galicia_direcci_n_general_de_po_65dda662,Xunta de Galicia (Dirección General de Política de Cohesión y Fondos Europeos),Unknown,Spain,,https://keep.eu/projects/31270/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/sealabhaus,https://keep.eu/projects/31270/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_eixo_atl_ntico_international_affairs_and_3f53bfb5,Eixo Atlántico (International Affairs and EU Projects),Unknown,Spain,,https://keep.eu/projects/31266/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlantic-bridges,https://keep.eu/projects/31266/ | https://keep.eu/projects/31274/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_instituto_polit_cnico_de_viana_do_castel_a1b2a04d,Instituto Politécnico de Viana do Castelo (Gabinete de Mobilidade e Cooperação Internacional),Unknown,Portugal,,https://keep.eu/projects/31266/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/post,https://keep.eu/projects/31266/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_munic_pio_de_braga_divis_o_de_funding_fu_237242b7,"Município de Braga (Divisão de Funding, Fundos Comunitários e Relações Internacionais)",Municipal Authority,Portugal,,https://keep.eu/projects/31266/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/post,https://keep.eu/projects/31266/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_turismo_do_porto_e_norte_de_portugal_e_r_529fdfbf,"Turismo do Porto e Norte de Portugal, E.R. (Departamento Operacional)",Unknown,Portugal,,https://keep.eu/projects/31266/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlantic-sunset,https://keep.eu/projects/31266/ | https://keep.eu/projects/31248/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_instituto_ourensano_de_desarrollo_econ_m_b7013eb3,INSTITUTO OURENSANO DE DESARROLLO ECONÓMICO (EUROPEAN PROJECTS AND MANAGEMENT AREA),Unknown,Spain,,https://keep.eu/projects/31266/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/post,https://keep.eu/projects/31266/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_deputaci_n_ourense_seccion_planificacion_54288fe5,"DEPUTACIÓN OURENSE (SECCION PLANIFICACION, SEGUIMENTOS INVERSIONES Y PROYECTOS EUROPEOS)",Unknown,Spain,,https://keep.eu/projects/31266/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/post,https://keep.eu/projects/31266/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_turismo_do_porto_e_norte_de_portugal_e_r_2b32b425,"Turismo do Porto e Norte de Portugal, E.R.",Unknown,Portugal,,https://keep.eu/projects/31266/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlantic-sunset,https://keep.eu/projects/31266/ | https://keep.eu/projects/31248/,3.6,"Structure project methods, outputs and pilot lessons into reusable training for target beneficiaries.",official_programme_proxy_email,programme_site_published_contact
org_irish_bioeconomy_foundation_ibf_eu_irela_ffbc7007,Irish Bioeconomy Foundation (IBF-EU),Foundation / NGO,Ireland,,https://keep.eu/projects/31264/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/marinnonet,https://keep.eu/projects/31264/,3.6,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_liverpool_john_moores_university_united_9906b035,Liverpool John Moores University,University / Research,United Kingdom,,https://keep.eu/projects/22115/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/,https://keep.eu/projects/22115/ | https://keep.eu/projects/19356/,3.6,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_universidade_da_coru_a_centro_interdisci_3ef79053,Universidade da Coruña (Centro Interdisciplinar de Química y Biología),Unknown,Spain,,https://keep.eu/projects/31285/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/cliraqua,https://keep.eu/projects/31285/,3.55,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_seafood_legacy_sl_not_applicable_spain_c9af1819,Seafood Legacy SL (Not applicable),Private Company,Spain,,https://keep.eu/projects/31285/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/cliraqua,https://keep.eu/projects/31285/,3.55,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_instituto_de_investigaciones_marinas_age_71b9e5c1,Instituto de Investigaciones Marinas - Agencia Estatal Consejo Superior de Investigaciones Científicas (Integrated marine ecology),Agency,Spain,,https://keep.eu/projects/31285/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/cliraqua,https://keep.eu/projects/31285/,3.55,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_universidad_de_las_palmas_de_gran_canari_f16391d0,Universidad de Las Palmas de Gran Canaria (Instituto Universitario Acuicultura Sostenible y Ecosistemas Marinos ),University / Research,Spain,,https://keep.eu/projects/31285/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/cliraqua,https://keep.eu/projects/31285/,3.55,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_universidade_dos_a_ores_servi_o_de_ci_nc_a0a647d4,Universidade dos Açores (Serviço de Ciência e Tecnologia),Unknown,Portugal,,https://keep.eu/projects/31285/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/atlic,https://keep.eu/projects/31285/ | https://keep.eu/projects/31250/,4.35,Convert project outputs into reusable SME and entrepreneurship training journeys.,official_programme_proxy_email,programme_site_published_contact
org_seafood_legacy_sl_spain_f3ef9ca1,Seafood Legacy SL,Unknown,Spain,,https://keep.eu/projects/31285/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/cliraqua,https://keep.eu/projects/31285/,3.55,Move from dissemination assets to reusable knowledge-transfer products and measurable training.,official_programme_proxy_email,programme_site_published_contact
org_groupement_d_int_r_t_public_littoral_en_7f736f56,Groupement d'Intérêt Public Littoral en Nouvelle-Aquitaine (Aménagement Durable ),Unknown,France,,https://keep.eu/projects/31275/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart-coast,https://keep.eu/projects/31275/,3.55,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_commune_de_plomeur_finist_re_france_476e4b23,Commune de Plomeur (Finistère),Municipal Authority,France,,https://keep.eu/projects/31275/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart-coast,https://keep.eu/projects/31275/,3.55,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_comit_r_gional_du_tourisme_de_nouvelle_a_93e11ffb,Comité Régional du Tourisme de Nouvelle-Aquitaine (Tourisme),Unknown,France,,https://keep.eu/projects/31275/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart-coast,https://keep.eu/projects/31275/,3.55,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_office_national_des_forets_agence_landes_4d99d9a0,OFFICE NATIONAL DES FORETS AGENCE LANDES NORD AQUITAINE (ONF AGENCE LANDES NORD AQUITAINE),Agency,France,,https://keep.eu/projects/31275/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart-coast,https://keep.eu/projects/31275/,3.55,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
org_national_tourism_development_authority_w_3bc1d98e,National Tourism Development Authority (Wild Atlantic Way),Unknown,Ireland,,https://keep.eu/projects/31275/,,,,js@atlanticarea.eu,https://www.atlanticarea.eu/discover-our-projects/approved-projects/smart-coast,https://keep.eu/projects/31275/,3.55,"Turn training, workshops and capacity-building assets into scalable learning paths.",official_programme_proxy_email,programme_site_published_contact
