company_name,source_lane,source_name,source_url,query_cluster,geography,contact_channel_type,email_or_channel,website_url,services,icp_signals,source_quality_score,contactability_score,dedupe_key,source_query,source_rank,contact_page_url,company_phone,postal_address,role_hint,icp_score,evidence_snippet,scrapling_fetcher,extracted_at_utc,notes
"V-DP ASESORES, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@vdpasesores.com,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,v-dp-asesores|las-palmas-de-gran-canaria-gran-canaria|email|info-vdpasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",62,Unknown,928361561,Unknown,despacho,75,928361561 | info@vdpasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"GALVÁN & MARTÍN ASESORÍA DE EMPRESAS, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,asesoria@galvan-martin.com,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,galvan-and-martin-asesoria-de-empresas|las-palmas-de-gran-canaria-gran-canaria|email|asesoria-galvan-martin-com,"site:org ""asesores fiscales"" Canarias asociacion",18,Unknown,928963719,Unknown,despacho,75,928963719 | asesoria@galvan-martin.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
CONTAHERRADORES,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa cruz de tenerife|tenerife,email,info@contaherradores.es,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,contaherradores|santa-cruz-de-tenerife-tenerife|email|info-contaherradores-es,"site:org ""asesores fiscales"" Canarias asociacion",33,Unknown,922149623,Unknown,despacho,75,922149623 | INFO@CONTAHERRADORES.ES,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
0-FINACO ASESORES S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@finacoasesores.com,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,0-finaco-asesores|las-palmas-de-gran-canaria-gran-canaria|email|info-finacoasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",9,Unknown,928223394,Unknown,despacho,75,928223394 | INFO@FINACOASESORES.COM,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SABRINA L. WILLIAMS (CANARY ADMIN SERVICES),specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,puerto del rosario|fuerteventura,email,admin@canaryadminservices.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,sabrina-l-williams-canary-admin-services|puerto-del-rosario-fuerteventura|email|admin-canaryadminservices-com,"site:org ""asesores fiscales"" Canarias asociacion",51,Unknown,668837250,Unknown,despacho,70,668837250 | admin@canaryadminservices.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
LOPE ASESORES S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,tuineje|fuerteventura,email,info@lopeasesores.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,lope-asesores|tuineje-fuerteventura|email|info-lopeasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",16,Unknown,928161365,Unknown,despacho,70,928161365 | info@lopeasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"ISLA CONSULTING 2014, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arrecife|lanzarote,email,info@islaconsulting.es,Unknown,"fiscal, contable, laboral",direct_email,95,72,isla-consulting-2014|arrecife-lanzarote|email|info-islaconsulting-es,"site:org ""asesores fiscales"" Canarias asociacion",43,Unknown,828085975,Unknown,despacho,70,828085975 | info@islaconsulting.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
DOMINGO FONTES RODRIGUEZ,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arrecife|lanzarote,email,info@forolanz.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,domingo-fontes-rodriguez|arrecife-lanzarote|email|info-forolanz-com,"site:org ""asesores fiscales"" Canarias asociacion",13,Unknown,928803050,Unknown,despacho,70,928803050 | info@forolanz.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
CORE FISCAL S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,san bartolome de tirajana|gran canaria,email,info@corefiscal.com,Unknown,"fiscal, contable",direct_email,95,72,core-fiscal|san-bartolome-de-tirajana-gran-canaria|email|info-corefiscal-com,"site:org ""asesores fiscales"" Canarias asociacion",45,Unknown,928765554,Unknown,despacho,70,928765554 | info@corefiscal.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ASESORIA PALCONTA,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,los llanos de aridane|la palma,email,asesoria@palconta.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,asesoria-palconta|los-llanos-de-aridane-la-palma|email|asesoria-palconta-com,"site:org ""asesores fiscales"" Canarias asociacion",32,Unknown,822296638,Unknown,despacho,70,822296638 | asesoria@palconta.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SALVADOR JESUS PEREZ MACHIN - ASAPEMA -,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arrecife|lanzarote,email,info@asapema.com,Unknown,"fiscal, contable",direct_email,95,72,salvador-jesus-perez-machin-asapema|arrecife-lanzarote|email|info-asapema-com,"site:org ""asesores fiscales"" Canarias asociacion",15,Unknown,928844448,Unknown,despacho,60,928 84 44 48 | info@asapema.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
MONICA PEDRARES PATIÑO,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,la oliva|fuerteventura,email,hola@monicavirtual.com,Unknown,"fiscal, contable",direct_email,95,72,monica-pedrares-patino|la-oliva-fuerteventura|email|hola-monicavirtual-com,"site:org ""asesores fiscales"" Canarias asociacion",63,Unknown,658029876,Unknown,despacho,60,658029876 | hola@monicavirtual.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
HUBLO LEGAL,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@hublo.es,Unknown,fiscal,"direct_email, capital_insular",95,72,hublo-legal|las-palmas-de-gran-canaria-gran-canaria|email|info-hublo-es,"site:org ""asesores fiscales"" Canarias asociacion",52,Unknown,666834976669613678,Unknown,despacho,50,666834976/669613678 | info@hublo.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
VIVOSOL SLU,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arona|tenerife,email,administracion@vivosol.com,Unknown,fiscal,direct_email,95,72,vivosol-slu|arona-tenerife|email|administracion-vivosol-com,"site:org ""asesores fiscales"" Canarias asociacion",34,Unknown,34922792379,Unknown,despacho,45,+34922792379 | administracion@vivosol.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
BUFETE JURÍDICO ELIMANE CANARIAS,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,ecbufetejuridico@gmail.com,Unknown,"fiscal, contable, laboral",capital_insular,95,55,bufete-juridico-elimane-canarias|las-palmas-de-gran-canaria-gran-canaria|email|ecbufetejuridico-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",65,Unknown,928049668,Unknown,despacho,80,928 049 668 - 663 360 012 | ecbufetejuridico@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
EFRAIN PEREZ REYES G.A.L.C.O.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,tacoronte|tenerife,email,galco2782@gmail.com,Unknown,"fiscal, contable, laboral",,95,55,efrain-perez-reyes-g-a-l-c-o|tacoronte-tenerife|email|galco2782-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",4,Unknown,922560904,Unknown,despacho,75,922560904 | galco2782@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
AIMA SERVICIOS PROFESIONALES SL (ASESORIA HERMANOS ESPINO),specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa lucia de tirajana|gran canaria,email,asesoriahermanosespino@gmail.com,Unknown,"fiscal, contable, laboral",,95,55,aima-servicios-profesionales-asesoria-hermanos-espino|santa-lucia-de-tirajana-gran-canaria|email|asesoriahermanosespino-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",59,Unknown,928756029,Unknown,despacho,75,928756029 | asesoriahermanosespino@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ASESORIA MARIA PILAR FARIÑA,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa cruz de tenerife|tenerife,email,mapilfaro@gmail.com,Unknown,"fiscal, contable",capital_insular,95,55,asesoria-maria-pilar-farina|santa-cruz-de-tenerife-tenerife|email|mapilfaro-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",25,Unknown,687439295,Unknown,despacho,70,687439295 | mapilfaro@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
LAURA ALEMAN SANCHEZ,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa lucia de tirajana|gran canaria,email,asesoria.alemansanchez@gmail.com,Unknown,"fiscal, contable",,95,55,laura-aleman-sanchez|santa-lucia-de-tirajana-gran-canaria|email|asesoria-alemansanchez-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",60,Unknown,690352485,Unknown,despacho,65,690352485 | asesoria.alemansanchez@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
L&G ASESORES,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,adeje|tenerife,email,lg.asesoramiento@gmail.com,Unknown,"fiscal, contable",,95,55,landg-asesores|adeje-tenerife|email|lg-asesoramiento-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",41,Unknown,603479679,Unknown,despacho,65,603479679 | lg.asesoramiento@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"C.I.E. FUERTEVENTURA, S.L",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,tuineje|fuerteventura,email,cieasesoria@gmail.com,Unknown,"fiscal, contable, laboral",,95,55,c-i-e-fuerteventura|tuineje-fuerteventura|email|cieasesoria-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",22,Unknown,677412400,Unknown,despacho,65,677412400 | cieasesoria@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SILVIA FRANCO,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,puerto del rosario|fuerteventura,email,bissaconsulting@gmail.com,Unknown,"fiscal, contable",,95,55,silvia-franco|puerto-del-rosario-fuerteventura|email|bissaconsulting-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",70,Unknown,633172154,Unknown,despacho,55,633172154 | bissaconsulting@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
GABINETE TINERFEÑO DE GESTION SL,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arona|tenerife,email,asesoriagtg@gmail.com,Unknown,,,95,55,gabinete-tinerfeno-de-gestion|arona-tenerife|email|asesoriagtg-gmail-com,"site:org ""asesores fiscales"" Canarias asociacion",7,Unknown,922730334,Unknown,despacho,15,922730334 | asesoriagtg@gmail.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
