company_name,source_lane,source_name,source_url,query_cluster,geography,contact_channel_type,email_or_channel,website_url,services,icp_signals,source_quality_score,contactability_score,dedupe_key,source_query,source_rank,contact_page_url,company_phone,postal_address,role_hint,icp_score,evidence_snippet,scrapling_fetcher,extracted_at_utc,notes
Asesoría fiscal y contable en Las Palmas de Gran Canaria,google_basic,google_basic_live_serp,https://www.galvan-martin.com/,gb_core_contact,las palmas de gran canaria|gran canaria,email,asesoria@galvan-martin.com,https://galvan-martin.com,"fiscal, contable, autonomos, sociedades","direct_email, capital_insular, autonomos, sociedades",95,80,asesoria-fiscal-y-contable-en-las-palmas-de-gran-canaria|las-palmas-de-gran-canaria-gran-canaria|email|asesoria-galvan-martin-com,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",3,https://www.galvan-martin.com/contacto,628105111,Unknown,despacho,90,serp=Asesoría fiscal y contable en Las Palmas de Gran Canaria galvan-martin.com https://www.galvan-martin | channel=asesoria@galvan-martin.com,StealthySession + Fetcher,2026-03-07T23:59:35+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
TaxGo Canarias,google_basic,google_basic_live_serp,https://taxgocanarias.com/asesoria-autonomos-en-canarias,gb_service_pain,multiple|canarias,email,info@taxgocanarias.com,https://taxgocanarias.com,"fiscal, contable, laboral, autonomos, sociedades, renta, subvenciones","direct_email, autonomos, sociedades",95,80,taxgo-canarias|multiple-canarias|email|info-taxgocanarias-com,"""asesoria autonomos"" Canarias ""contacto""",7,Unknown,Unknown,Unknown,despacho,85,"serp=Asesoría de Autónomos en Canarias | Fiscal, Contable y ... TaxGo Canarias https://taxgocanarias.com  | channel=info@taxgocanarias.com",StealthySession + Fetcher,2026-03-08T00:01:52+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Gestoría en Gran Canaria (Las Palmas),google_basic,google_basic_live_serp,https://www.billeo.es/gestoria-gran-canaria,gb_service_pain,multiple|canarias,email,contacto@billeo.es,https://billeo.es,"fiscal, contable, laboral, autonomos, pymes, sociedades, renta","direct_email, autonomos, pymes, sociedades",95,80,gestoria-en-gran-canaria-las-palmas|multiple-canarias|email|contacto-billeo-es,"""asesoria autonomos"" Canarias ""contacto""",2,https://www.billeo.es/contacto/,Unknown,Unknown,despacho,85,serp=Billeo | channel=contacto@billeo.es,StealthySession + Fetcher,2026-03-08T00:01:38+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Asesoría Fiscal Tenerife,google_basic,google_basic_live_serp,https://www.afecoperera.com/es/nuestros-servicios/asesoria-fiscal,gb_service_pain,unknown|tenerife,email,asesoria@afecoperera.com,https://afecoperera.com,"fiscal, contable, laboral, renta, mercantil",direct_email,95,80,asesoria-fiscal-tenerife|unknown-tenerife|email|asesoria-afecoperera-com,IGIC asesoria Tenerife contacto,8,https://www.afecoperera.com/es/contacto,34922796731,Unknown,despacho,80,serp=Unknown | channel=asesoria@afecoperera.com,StealthySession + Fetcher,2026-03-08T00:02:36+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
RTR Consultores,google_basic,google_basic_live_serp,https://www.gruportr.com/asesoria-fiscal/,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@gruportr.com,https://gruportr.com,"fiscal, contable, mercantil","direct_email, capital_insular",95,80,rtr-consultores|las-palmas-de-gran-canaria-gran-canaria|email|info-gruportr-com,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",1,https://www.gruportr.com/contacto/,34928252010,Unknown,despacho,75,serp=Asesoría Fiscal Las Palmas RTR Consultores https://www.gruportr.com › asesoria-fiscal | channel=info@gruportr.com,StealthySession + Fetcher,2026-03-07T23:59:31+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Abogados y Asesoría Fiscal Contable y Laboral en Lanzarote (Islas Canarias),google_basic,google_basic_live_serp,https://www.lemesasesoresfiscales.com/contacto-lemes-asesores-fiscales/,gb_core_contact,arrecife|lanzarote,email,info@lemesasesoresfiscales.com,https://lemesasesoresfiscales.com,"fiscal, contable, laboral","direct_email, contact_page",95,80,abogados-y-asesoria-fiscal-contable-y-laboral-en-lanzarote-islas-canarias|arrecife-lanzarote|email|info-lemesasesoresfiscales-com,"""asesoria fiscal contable"" Canarias email",1,https://www.lemesasesoresfiscales.com/contacto-lemes-asesores-fiscales/,34928817456,Unknown,despacho,70,serp=www.lemesasesoresfiscales.com | channel=info@lemesasesoresfiscales.com,StealthySession + Fetcher,2026-03-08T00:00:48+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Moore Market,google_basic,google_basic_live_serp,https://mooremarket.es/asesoria-pymes-y-autonomos/asesoria-autonomos-online-canarias/,gb_service_pain,santa cruz de tenerife|tenerife,email,info@mooremarket.es,https://mooremarket.es,"laboral, autonomos, pymes, renta","direct_email, capital_insular, autonomos, pymes",95,80,moore-market|santa-cruz-de-tenerife-tenerife|email|info-mooremarket-es,"""asesoria autonomos"" Canarias ""contacto""",3,https://mooremarket.es/contacto-consultorias-estrategicas-espana/,933801667,Unknown,despacho,50,serp=mooremarket.es | channel=info@mooremarket.es,StealthySession + Fetcher,2026-03-08T00:01:41+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Gallego y Asociados,google_basic,google_basic_live_serp,https://www.gallegoyasociados.es/,gb_service_pain,las palmas de gran canaria|gran canaria,email,info@gallegoyasociados.com,https://gallegoyasociados.es,"fiscal, contable, laboral, autonomos, pymes, sociedades, igic, renta, mercantil, subvenciones","direct_email, capital_insular, autonomos, pymes, sociedades, igic",95,72,gallego-y-asociados|las-palmas-de-gran-canaria-gran-canaria|email|info-gallegoyasociados-com,"""sociedades"" ""asesoria fiscal"" Canarias email",1,https://www.gallegoyasociados.es/contactar/,928266609,Unknown,despacho,100,serp=Unknown | channel=info@gallegoyasociados.com,StealthySession + Fetcher,2026-03-08T00:02:41+00:00,"google_live_discovery, contact_path_followup, serp_landing_not_root, curated_google_basic_v1"
Asesoría de Triana l Tu despacho en Las Palmas,google_basic,google_basic_live_serp,https://asesoriadetriana.com/,gb_core_contact,las palmas de gran canaria|gran canaria,email,info@asesoriadetriana.es,https://asesoriadetriana.com,"fiscal, contable, laboral, pymes, sociedades, subvenciones","direct_email, capital_insular, pymes, sociedades",95,72,asesoria-de-triana-l-tu-despacho-en-las-palmas|las-palmas-de-gran-canaria-gran-canaria|email|info-asesoriadetriana-es,"""asesoria fiscal"" ""Las Palmas de Gran Canaria"" ""contacto""",2,Unknown,Unknown,Unknown,despacho,100,serp=Asesoría de Triana l Tu despacho en Las Palmas asesoriadetriana.com https://asesoriadetriana.com | channel=info@asesoriadetriana.es,StealthySession + Fetcher,2026-03-07T23:59:33+00:00,"google_live_discovery, serp_landing_not_root, curated_google_basic_v1"
SP ASESORÍA INTEGRAL S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@spasesoriaintegral.com,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,sp-asesoria-integral|las-palmas-de-gran-canaria-gran-canaria|email|info-spasesoriaintegral-com,"site:org ""asesores fiscales"" Canarias asociacion",68,Unknown,928263756,Unknown,despacho,85,928263756 | info@spasesoriaintegral.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SIETE X CIENTO,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa cruz de tenerife|tenerife,email,info@sietexciento.es,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,siete-x-ciento|santa-cruz-de-tenerife-tenerife|email|info-sietexciento-es,"site:org ""asesores fiscales"" Canarias asociacion",61,Unknown,686700448,Unknown,despacho,85,686700448 | info@sietexciento.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SANRO ASESORES,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@sanroasesores.com,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,sanro-asesores|las-palmas-de-gran-canaria-gran-canaria|email|info-sanroasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",42,Unknown,928261920,Unknown,despacho,85,928261920 / 928275482 | info@sanroasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"MP LAS PALMAS 2020,SL",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@mplaspalmas.com,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,mp-las-palmas-2020|las-palmas-de-gran-canaria-gran-canaria|email|info-mplaspalmas-com,"site:org ""asesores fiscales"" Canarias asociacion",17,Unknown,928483154,Unknown,despacho,85,928483154 | info@mplaspalmas.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
LAMAR ASESORÍA,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@lamarasesoria.com,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,lamar-asesoria|las-palmas-de-gran-canaria-gran-canaria|email|info-lamarasesoria-com,"site:org ""asesores fiscales"" Canarias asociacion",54,Unknown,828981278,Unknown,despacho,85,828981278 | info@lamarasesoria.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"GARCÍA RUIZ CONSULTORES, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@asesoriagarciamendoza.com,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,garcia-ruiz-consultores|las-palmas-de-gran-canaria-gran-canaria|email|info-asesoriagarciamendoza-com,"site:org ""asesores fiscales"" Canarias asociacion",20,Unknown,928371500,Unknown,despacho,85,928371500 | info@asesoriagarciamendoza.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
CANARIE CONSULTING DI RENATO SPIZZICHINO SLU,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@canarieconsulting.com,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,canarie-consulting-di-renato-spizzichino-slu|las-palmas-de-gran-canaria-gran-canaria|email|info-canarieconsulting-com,"site:org ""asesores fiscales"" Canarias asociacion",36,Unknown,928765249,Unknown,despacho,85,928765249 | info@canarieconsulting.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"ASCORA ASESORÍA FISCAL, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,administracion@ascora.es,Unknown,"fiscal, contable, laboral","direct_email, capital_insular",95,72,ascora-asesoria-fiscal|las-palmas-de-gran-canaria-gran-canaria|email|administracion-ascora-es,"site:org ""asesores fiscales"" Canarias asociacion",38,Unknown,928353907,Unknown,despacho,85,928353907 | administracion@ascora.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
VILLA Y SECO ASESORES S.L.U.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,telde|gran canaria,email,info@vysasesores.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,villa-y-seco-asesores-u|telde-gran-canaria|email|info-vysasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",35,Unknown,603011470,Unknown,despacho,80,603011470 | INFO@VYSASESORES.COM,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
RODRIGUEZ Y GUERRERO Y ASOCIADOS CONSULTANTS S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,telde|gran canaria,email,asesoria@rygasesor.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,rodriguez-y-guerrero-y-asociados-consultants|telde-gran-canaria|email|asesoria-rygasesor-com,"site:org ""asesores fiscales"" Canarias asociacion",2,Unknown,928715360,Unknown,despacho,80,928715360 | asesoria@rygasesor.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"MARTÍNEZ Y ASOCIADOS,S.C.P.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,san bartolome de tirajana|gran canaria,email,info@martinezyasociados.net,Unknown,"fiscal, contable, laboral",direct_email,95,72,martinez-y-asociados|san-bartolome-de-tirajana-gran-canaria|email|info-martinezyasociados-net,"site:org ""asesores fiscales"" Canarias asociacion",53,Unknown,928529817,Unknown,despacho,80,928529817 | info@martinezyasociados.net,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
HERGONZA ASESORES,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,puerto de la cruz|tenerife,email,info@hergonza.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,hergonza-asesores|puerto-de-la-cruz-tenerife|email|info-hergonza-com,"site:org ""asesores fiscales"" Canarias asociacion",48,Unknown,922878575,Unknown,despacho,80,922878575 | info@hergonza.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
GONZÁLEZ ABOGADOS & ASESORES,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,telde|gran canaria,email,info@gonzalezabogadosyasesores.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,gonzalez-abogados-and-asesores|telde-gran-canaria|email|info-gonzalezabogadosyasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",10,Unknown,928059210,Unknown,despacho,80,928059210 | info@gonzalezabogadosyasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"GESTORES Y ASESORES JUBENKAS, S.L.U",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa lucia de tirajana|gran canaria,email,info@asesoriajubenkas.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,gestores-y-asesores-jubenkas-u|santa-lucia-de-tirajana-gran-canaria|email|info-asesoriajubenkas-com,"site:org ""asesores fiscales"" Canarias asociacion",14,Unknown,928792784,Unknown,despacho,80,928792784 | INFO@ASESORIAJUBENKAS.COM,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
GESTIDO ASESORES SL,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,san cristobal de la laguna|tenerife,email,direccion@gestidoasesores.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,gestido-asesores|san-cristobal-de-la-laguna-tenerife|email|direccion-gestidoasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",29,Unknown,922926615,Unknown,despacho,80,922926615 | direccion@gestidoasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"FINANCANARY, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa lucia de tirajana|gran canaria,email,info@financanary.es,Unknown,"fiscal, contable, laboral",direct_email,95,72,financanary|santa-lucia-de-tirajana-gran-canaria|email|info-financanary-es,"site:org ""asesores fiscales"" Canarias asociacion",28,Unknown,928793679,Unknown,despacho,80,928793679 | info@financanary.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"ECOVEN ASESORES Y ECONOMISTAS, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,san bartolome de tirajana|gran canaria,email,info@ecoven.info,Unknown,"fiscal, contable, laboral",direct_email,95,72,ecoven-asesores-y-economistas|san-bartolome-de-tirajana-gran-canaria|email|info-ecoven-info,"site:org ""asesores fiscales"" Canarias asociacion",44,Unknown,928768392,Unknown,despacho,80,928768392 | info@ecoven.info,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"DIAZ LLARENA CONSULTORES Y ASESORES, SLP",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,güimar|tenerife,email,info@llarenaasesores.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,diaz-llarena-consultores-y-asesores|guimar-tenerife|email|info-llarenaasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",69,Unknown,922392754,Unknown,despacho,80,922-392-754 | info@llarenaasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
CARRIZAL CONSULTING SL,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,ingenio|gran canaria,email,info@carrizalconsulting.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,carrizal-consulting|ingenio-gran-canaria|email|info-carrizalconsulting-com,"site:org ""asesores fiscales"" Canarias asociacion",24,Unknown,928789115,Unknown,despacho,80,928789115 | info@carrizalconsulting.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ASESORIA SANTIAGO HERNANDEZ,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,san cristobal de la laguna|tenerife,email,fiscal@asesoriahdez.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,asesoria-santiago-hernandez|san-cristobal-de-la-laguna-tenerife|email|fiscal-asesoriahdez-com,"site:org ""asesores fiscales"" Canarias asociacion",1,Unknown,649467945,Unknown,despacho,80,649467945 | fiscal@asesoriahdez.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ASESORIA FCG,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa lucia de tirajana|gran canaria,email,info@fcgasesoria.es,Unknown,"fiscal, contable, laboral",direct_email,95,72,asesoria-fcg|santa-lucia-de-tirajana-gran-canaria|email|info-fcgasesoria-es,"site:org ""asesores fiscales"" Canarias asociacion",12,Unknown,928791636,Unknown,despacho,80,928791636 | info@fcgasesoria.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ARGUAMA CONSULTORES EMPRESARIALES SL,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,candelaria|tenerife,email,administracion@arguamaconsultores.es,Unknown,"fiscal, contable, laboral",direct_email,95,72,arguama-consultores-empresariales|candelaria-tenerife|email|administracion-arguamaconsultores-es,"site:org ""asesores fiscales"" Canarias asociacion",30,Unknown,922278008,Unknown,despacho,80,922278008 | administracion@arguamaconsultores.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ADRIANA DE LA NUEZ ASESORES SLP,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,adeje|tenerife,email,asesoria@adrianadelanuez.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,adriana-de-la-nuez-asesores|adeje-tenerife|email|asesoria-adrianadelanuez-com,"site:org ""asesores fiscales"" Canarias asociacion",47,Unknown,671367761,Unknown,despacho,80,671367761 | asesoria@adrianadelanuez.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"V-DP ASESORES, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@vdpasesores.com,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,v-dp-asesores|las-palmas-de-gran-canaria-gran-canaria|email|info-vdpasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",62,Unknown,928361561,Unknown,despacho,75,928361561 | info@vdpasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"GALVÁN & MARTÍN ASESORÍA DE EMPRESAS, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,asesoria@galvan-martin.com,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,galvan-and-martin-asesoria-de-empresas|las-palmas-de-gran-canaria-gran-canaria|email|asesoria-galvan-martin-com,"site:org ""asesores fiscales"" Canarias asociacion",18,Unknown,928963719,Unknown,despacho,75,928963719 | asesoria@galvan-martin.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
CONTAHERRADORES,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,santa cruz de tenerife|tenerife,email,info@contaherradores.es,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,contaherradores|santa-cruz-de-tenerife-tenerife|email|info-contaherradores-es,"site:org ""asesores fiscales"" Canarias asociacion",33,Unknown,922149623,Unknown,despacho,75,922149623 | INFO@CONTAHERRADORES.ES,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
0-FINACO ASESORES S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@finacoasesores.com,Unknown,"fiscal, contable","direct_email, capital_insular",95,72,0-finaco-asesores|las-palmas-de-gran-canaria-gran-canaria|email|info-finacoasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",9,Unknown,928223394,Unknown,despacho,75,928223394 | INFO@FINACOASESORES.COM,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SABRINA L. WILLIAMS (CANARY ADMIN SERVICES),specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,puerto del rosario|fuerteventura,email,admin@canaryadminservices.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,sabrina-l-williams-canary-admin-services|puerto-del-rosario-fuerteventura|email|admin-canaryadminservices-com,"site:org ""asesores fiscales"" Canarias asociacion",51,Unknown,668837250,Unknown,despacho,70,668837250 | admin@canaryadminservices.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
LOPE ASESORES S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,tuineje|fuerteventura,email,info@lopeasesores.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,lope-asesores|tuineje-fuerteventura|email|info-lopeasesores-com,"site:org ""asesores fiscales"" Canarias asociacion",16,Unknown,928161365,Unknown,despacho,70,928161365 | info@lopeasesores.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
"ISLA CONSULTING 2014, S.L.",specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arrecife|lanzarote,email,info@islaconsulting.es,Unknown,"fiscal, contable, laboral",direct_email,95,72,isla-consulting-2014|arrecife-lanzarote|email|info-islaconsulting-es,"site:org ""asesores fiscales"" Canarias asociacion",43,Unknown,828085975,Unknown,despacho,70,828085975 | info@islaconsulting.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
DOMINGO FONTES RODRIGUEZ,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arrecife|lanzarote,email,info@forolanz.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,domingo-fontes-rodriguez|arrecife-lanzarote|email|info-forolanz-com,"site:org ""asesores fiscales"" Canarias asociacion",13,Unknown,928803050,Unknown,despacho,70,928803050 | info@forolanz.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
CORE FISCAL S.L.,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,san bartolome de tirajana|gran canaria,email,info@corefiscal.com,Unknown,"fiscal, contable",direct_email,95,72,core-fiscal|san-bartolome-de-tirajana-gran-canaria|email|info-corefiscal-com,"site:org ""asesores fiscales"" Canarias asociacion",45,Unknown,928765554,Unknown,despacho,70,928765554 | info@corefiscal.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
ASESORIA PALCONTA,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,los llanos de aridane|la palma,email,asesoria@palconta.com,Unknown,"fiscal, contable, laboral",direct_email,95,72,asesoria-palconta|los-llanos-de-aridane-la-palma|email|asesoria-palconta-com,"site:org ""asesores fiscales"" Canarias asociacion",32,Unknown,822296638,Unknown,despacho,70,822296638 | asesoria@palconta.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
SALVADOR JESUS PEREZ MACHIN - ASAPEMA -,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,arrecife|lanzarote,email,info@asapema.com,Unknown,"fiscal, contable",direct_email,95,72,salvador-jesus-perez-machin-asapema|arrecife-lanzarote|email|info-asapema-com,"site:org ""asesores fiscales"" Canarias asociacion",15,Unknown,928844448,Unknown,despacho,60,928 84 44 48 | info@asapema.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
MONICA PEDRARES PATIÑO,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,la oliva|fuerteventura,email,hola@monicavirtual.com,Unknown,"fiscal, contable",direct_email,95,72,monica-pedrares-patino|la-oliva-fuerteventura|email|hola-monicavirtual-com,"site:org ""asesores fiscales"" Canarias asociacion",63,Unknown,658029876,Unknown,despacho,60,658029876 | hola@monicavirtual.com,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
HUBLO LEGAL,specialized_directory,AAFC - Despachos Profesionales,https://asesoresfiscalesdecanarias.org/servicios/despachos-profesionales/,sd_colegial_sectorial,las palmas de gran canaria|gran canaria,email,info@hublo.es,Unknown,fiscal,"direct_email, capital_insular",95,72,hublo-legal|las-palmas-de-gran-canaria-gran-canaria|email|info-hublo-es,"site:org ""asesores fiscales"" Canarias asociacion",52,Unknown,666834976669613678,Unknown,despacho,50,666834976/669613678 | info@hublo.es,Fetcher,2026-03-07T23:46:09+00:00,aafc_directory_pilot
