source,source_url,retrieved_at,keep_numeric_id,project_id,project_acronym,project_name,programme,programming_period,status,start_date,end_date,lead_partner_name,lead_partner_country,partner_count,themes,project_summary_excerpt,outputs_excerpt
keep.eu,https://keep.eu/projects/33268/,2026-06-01T04:30:59.246Z,33268,00048,DIEM~A_T_3.1_0118,Developing Inclusive Education in the Mediterranean,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-03,2028-10-02,Sapienza University of Rome,Italy,7,Cultural heritage and arts | Education and training | Social inclusion and equal opportunities,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

151. Support for adult education (excluding infrastructure)
~
SUMMARY: The Mediterranean is united by some major challenges related to the development of its different areas and communities, especially regarding the...","(1.1) Project coordination and implementation teams(EN)

(1.2) Set up of the project Steering Committee(EN)

(1.3) Set up of Scientific and Technical Committee(EN)

(2.1) Communication and Dissemination Plan (CDP)(EN)..."
keep.eu,https://keep.eu/projects/33267/,2026-06-01T04:30:59.246Z,33267,00015,EmpoweerNEET~A_T_3.1_0156,EmpoweerNEET MED: Upskilling NEETs through Social and Solidarity Economy,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-24,2028-04-23,جامعة النجاح الوطنية,Palestine,6,Labour market and employment | Education and training | Social inclusion and equal opportunities,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

151. Support for adult education (excluding infrastructure)
~
SUMMARY: EmpowerNEET is an innovative transnational initiative aimed at integrating NEETs—young people not engaged in employment, education, or training—...","(1.1) Project Handbook(EN)

(1.2) Comprehensive Monitoring and Evaluation (M&E) System(EN)

(1.3) Project Meetings(EN)

(2.1) Communication and Dissemination Plan, Inception and Final Video, and Poster(EN)

(2.2) Docume..."
keep.eu,https://keep.eu/projects/33266/,2026-06-01T04:30:59.246Z,33266,00020,HEEFTA~A_Y_3.1_0232,Holistic Environmental Education from Training to Action,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-03,2027-10-02,National Technological Centre for the Food and Canning Industry,Spain,6,Innovation capacity and awareness-raising | Scientific cooperation | Education and training,"PROJECT TYPE: 2 - Youth-oriented projects
~
MAIN INTERVENTION FIELD:
~
SUMMARY: The educational landscape lacks comprehensive coverage of the socio-political, economic & technical dimensions of the ecosystem, hindering the root causes & ramifications of the eco-crisis. Our proje...","(1.1) Establishment of Online Project Management Supporting Tools(EN)

(1.2) Establishment of PM Standards and Procedures(EN)

(1.3) Consortium Meetings(EN)

(1.4) Annual Progress Reports and Project Monitoring Reports(..."
keep.eu,https://keep.eu/projects/33265/,2026-06-01T04:30:59.246Z,33265,00001,HorizonCraft~A_Y_3.1_0242,HorizonCraft: Sailing towards Mediterranean expertise building,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-11,2027-10-10,Associazione TDM 2000 ODV,Italy,6,Labour market and employment | Education and training | Social inclusion and equal opportunities,"PROJECT TYPE: 2 - Youth-oriented projects
~
MAIN INTERVENTION FIELD:

152. Measures to promote equal opportunities and active participation in society
~
SUMMARY: HorizonCraft is a 24 months project planned by a partnership composed by 6 partners based in 3 countries; Italy, Leba...","(1.1) Comprehensive Guide to Management: Procedures, Rules, and Roles(EN)

(1.2) Technical Manual on reporting and financial procedures(EN)

(1.3) Quality and Risk Management Strategy(EN)

(1.4) Monitoring and Evaluatio..."
keep.eu,https://keep.eu/projects/33264/,2026-06-01T04:30:59.246Z,33264,00026,SHAREN~A_T_2.1_0513,Energy-SHARing solutions and communities for enhanced ENergy efficiency in Mediterranean historic centres,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-09-20,2028-09-19,"Instituto Valenciano de la Edificación, Fundación de la Comunidad Valenciana",Spain,6,Cultural heritage and arts | Renewable energy | Community integration and common identity,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

041. Energy efficiency renovation of existing housing stock, demonstration projects and supporting measures
~
SUMMARY: SHAREN, “Energy-SHARing solutions and communities for enhanced ENergy efficiency in Mediterranea...","(1.1) SHAREN Governance & Management Model(EN)

(1.2) SHAREN Monitoring & Evaluation Strategy(EN)

(1.3) Guidelines on Reporting and financial/administrative procedures(EN)

(2.1) SHAREN Communication and Dissemination..."
keep.eu,https://keep.eu/projects/33263/,2026-06-01T04:30:59.246Z,33263,00043,SALAM~A_T_3.2_0496,"Social, sustAinable and incLusive heAlth care systems in Med area",2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-12-03,2028-12-02,Azienda Universitaria Ospedaliera Consorziale - Policlinico Bari,Italy,7,Innovation capacity and awareness-raising | Health and social services | ICT and digital society,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

160. Measures to improve the accessibility, effectiveness and resilience of healthcare systems (excluding infrastructure)
~
SUMMARY: SALAM project, led by Polyclinic of Bari, brings together technological universiti...","(1.1) Technical Manual on reporting and financial procedures(EN)

(1.2) Progress reports(EN)

(1.3) Project meetings(EN)

(1.4) Monitoring and Quality Plan(EN)

(2.1) Communication Plan and Strategy(EN)

(2.2) SALAM Dis..."
keep.eu,https://keep.eu/projects/33262/,2026-06-01T04:30:59.246Z,33262,00003,ORIENTATE~A_T_2.4_0443,tOwaRds cIrcular Economy iN The AgriculTural sEctor,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-12-12,2028-06-11,E.M. ASSOCIAZIONE A.R.C.E.S,Italy,6,Waste and pollution | Agriculture and fisheries and forestry | Knowledge and technology transfer,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

067. Household waste management: prevention, minimisation, sorting, reuse, recycling measures
~
SUMMARY: In the Mediterranean, ORIENTATE tackles the challenges caused by climate change. It focusses on the agricultur...","(1.1) Output 1.1 Manuals/Strategies and procedures(EN)

(1.2) Output 1.2 Project Meetings(EN)

(1.3) Output 1.3 Reports(EN)

(1.4) Output 1.4 Planning Documents(EN)

(2.1) Output 2.1 Project Communication Plan(EN)

(2.2..."
keep.eu,https://keep.eu/projects/33261/,2026-06-01T04:30:59.246Z,33261,00037,ReTour~A_T_1.2_0485,Building Resilient SMEs in the Tourism Industry (ReTour),2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-29,2028-04-28,ΕΘΝΙΚΟ ΜΕΤΣΟΒΙΟ ΠΟΛΥΤΕΧΝΕΙΟ,Greece,9,Tourism | Education and training | Community integration and common identity,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

023. Skills development for smart specialisation, industrial transition, entrepreneurship and adaptability of enterprises to change
~
SUMMARY: Med region, renowned for its cultural heritage & natural beauty, attract...","(1.1) Project Management Plan(EN)

(1.2) Monitoring Tools(EN)

(1.3) Quality Assurance Guidelines(EN)

(1.4) Risk Management Plan(EN)

(1.5) Periodic Reports(EN)

(1.6) Administrative Documents Kit(EN)

(1.7) Final Repo..."
keep.eu,https://keep.eu/projects/33260/,2026-06-01T04:30:59.246Z,33260,00005,CReSInMed~A_T_1.2_0102,Competitiveness and Internationalisation of Rural Tourism SMEs in the Mediterranean,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2026-01-07,2029-01-06,Interforum srl,Italy,7,Tourism | Rural and peripheral development | SME and entrepreneurship,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

021. SME business development and internationalisation, including productive investments
~
SUMMARY: CReSInMed focuses on strengthening and improving the internationalisation capacities of tourism (M)SMEs in the Medi...","(1.1) Project Steering Committee - SC(EN)

(1.2) Project Management Manual(EN)

(1.3) Project Reports(EN)

(1.4) Audit reports(EN)

(2.1) Communication Plan(EN)

(2.2) Poster(EN)

(2.3) Videos of the project(EN)

(2.4)..."
keep.eu,https://keep.eu/projects/33259/,2026-06-01T04:30:59.246Z,33259,00008,WEEEVALUE~A_T_2.4_0613,Promoting circular valorization of WEEEE waste (waste for electrical and electronic equipment),2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-11-18,2028-05-17,YΠΟΥΡΓΕΙΟ ΠΕΡΙΒΑΛΛΟΝΤΟΣ ΚΑΙ ΕΝΕΡΓΕΙΑΣ,Greece,8,Social inclusion and equal opportunities | SME and entrepreneurship | Waste and pollution,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

067. Household waste management: prevention, minimisation, sorting, reuse, recycling measures
~
SUMMARY: THE PROBLEM
Growing consumption is generating changes in the composition of waste, including 'new' waste strea...","(1.1) Management implementation(EN)

(1.2) Management Monitoring(EN)

(1.3) Quality Assurance(EN)

(2.1) Dissemination Strategy(EN)

(2.2) Effective Communication(EN)

(3.1) Transnational Methodology for the design of s..."
keep.eu,https://keep.eu/projects/33258/,2026-06-01T04:30:59.246Z,33258,00002,TRANSFORMED~A_G_4.1_0590,Fostering Transnational Knowledge for More Inclusive and Participatory Mediterranean,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-10,2028-04-09,مؤسسة آنا ليند,Egypt,5,"Governance, partnership | Social inclusion and equal opportunities | Knowledge and technology transfer","PROJECT TYPE: 3 - Governance Projects
~
MAIN INTERVENTION FIELD:

173. Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross-border, transnational, maritime and inter-regional context
~
SU...","(1.1) Project management meetings(EN)

(1.2) Monitoring, Evaluation, Accountability and Learning - MEAL System(EN)

(1.3) Follow up and consolidation reports(EN)

(2.1) TRANSFORMED info kit - visibility and outreach(EN)..."
keep.eu,https://keep.eu/projects/33257/,2026-06-01T04:30:59.246Z,33257,00050,MILenARI~A_T_1.1_0403,Scaling-up advanced lentiviral and CAR-T academic production across the Mediterranean region,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-24,2028-10-23,Fundació de Recerca Clínic Barcelona-Institut d’Investigacions Biomèdiques August Pi i Sunyer (IDIBAPS),Spain,5,Health and social services | Scientific cooperation | Knowledge and technology transfer,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

028. Technology transfer and cooperation between enterprises, research centres and higher education sector
~
SUMMARY: Chimeric Antigen Receptor T-cell therapy (CAR-T) is an immunotherapy used to treat certain cancer...","(1.1) Project management plan (PMP)(EN)

(1.2) Ethics and data management plan(EN)

(1.3) Risk management and quality assurance plan(EN)

(1.4) Technical manual on reporting and financial procedures(EN)

(2.1) Communica..."
keep.eu,https://keep.eu/projects/33256/,2026-06-01T04:30:59.246Z,33256,00031,SheEmpower~A_T_1.2_0514,Unleashing the Power of Female Entrepreneurs in the Mediterranean,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-12-05,2028-06-04,ΑΝΑΠΤΥΞΙΑΚΗ ΕΤΑΙΡΕΙΑ ΛΑΡΝΑΚΑΣ - ΑΜΜΟΧΩΣΤΟΥ,Cyprus,8,Education and training | SME and entrepreneurship | Knowledge and technology transfer,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD:

021. SME business development and internationalisation, including productive investments
~
SUMMARY: SheEmpower proposal stands as a beacon of opportunity within the NEXT MED program. With a focus on empowering women...","(1.1) Output 1.1: Project Management Plan(EN)

(1.2) Output 1.2: Project Monitoring and Evaluation and Risk Management Plan(EN)

(2.1) O.2.1 Communication Plan(EN)

(2.2) O.2.2 Promotional Material(EN)

(2.3) O.2.3 Reac..."
keep.eu,https://keep.eu/projects/33255/,2026-06-01T04:30:59.246Z,33255,00004,MedFireWise~A_T_2.2_0319,Cross-Med Wildfire Resilience: Harnessing Nature-Based Solutions for Wildfire Risk Mitigation,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-06-19,2028-06-18,ΕΙΔΙΚΟΣ ΛΟΓΑΡΙΑΣΜΟΣ ΚΟΝΔΥΛΙΩΝ ΕΡΕΥΝΑΣ του ΕΘΝΙΚΟΥ ΑΣΤΕΡΟΣΚΟΠΕΙΟΥ ΑΘΗΝΩΝ,Greece,7,"Innovation capacity and awareness-raising | Managing natural and man-made threats, risk management | Community integration and common identity","PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 059. Adaptation to climate change measures and prevention and management of climate related risks: fires (including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem-b...","(1.1) Project Management Structure & Decision making process(EN)

(1.2) Project Management & Monitoring Strategy(EN)

(1.3) Reporting & Financial guidelines(EN)

(2.1) Communication Plan & Stakeholders Network(EN)

(2.2..."
keep.eu,https://keep.eu/projects/33254/,2026-06-01T04:30:59.246Z,33254,00006,STORM~A_T_2.1_0553,Integrating Seasonal Thermal Energy Storage in the Mediterranean Region,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-08-05,2028-08-04,الجامعة الأميركية في بيروت,Lebanon,7,Green technologies | Renewable energy | Energy efficiency,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 041. Energy efficiency renovation of existing housing stock, demonstration projects and supporting measures
~
SUMMARY: The Mediterranean faces common challenges related to energy consumption, climate change, and the...","(1.1) Project Meetings(EN)

(1.2) Technical Manual on reporting and financial procedures(EN)

(1.3) Management Toolkit(EN)

(1.4) Baseline Survey(EN)

(1.5) External Monitoring and Evaluation Report(EN)

(1.6) Progress..."
keep.eu,https://keep.eu/projects/33253/,2026-06-01T04:30:59.246Z,33253,00009,MedJICARP~A_T_2.2_0353,Mediterranean Joint Initiative for Climate Adaptation and Risk Prevention,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-07-03,2028-07-02,Πανεπιστήμιο Κύπρου,Cyprus,9,"Scientific cooperation | Managing natural and man-made threats, risk management | Institutional cooperation and cooperation networks","PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 060. Adaptation to climate change measures and prevention and management of climate related risks: others, e.g. storms and drought (including awareness raising, civil protection and disaster management systems, infra...","(1.1) Prepare a Monitoring and evaluation plan.(EN)

(1.2) Organise project meetings.(EN)

(1.3) Prepare Progress reports.(EN)

(1.4) Prepare the Quality and Risk Management Strategy.(EN)

(1.5) Prepare a Technical Manu..."
keep.eu,https://keep.eu/projects/33252/,2026-06-01T04:30:59.246Z,33252,00010,PROTECHMED~A_T_1.1_0461,PROmoting innovative solutions for the TECHnological Transition of the MEDiterranean horticultural sector,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-08-01,2028-07-31,Πανεπιστήμιο Θεσσαλίας -Ειδικός Λογαριασμός Κονδυλίων Έρευνας,Greece,8,Innovation capacity and awareness-raising | Agriculture and fisheries and forestry | Knowledge and technology transfer,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 028. Technology transfer and cooperation between enterprises, research centres and higher education sector
~
SUMMARY: PROTECHMED seeks to establish an enabling ecosystem for co-designing and testing five eco-innovati...","(1.1) Technical Manual on reporting and financial procedures(EN)

(1.2) Progress Reports(EN)

(1.3) Progress Meetings(EN)

(1.4) Monitoring & Evaluation reports(EN)

(2.1) Communication Plan(EN)

(2.2) Inception & Final..."
keep.eu,https://keep.eu/projects/33251/,2026-06-01T04:30:59.246Z,33251,00011,NBS4MED~A_T_2.2_0414,Nature based solutions for climate resilient Mediterranean cities,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-07,2028-10-06,Περιφέρεια Πελοποννήσου,Greece,8,Water management | Green technologies | Urban development,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 060. Adaptation to climate change measures and prevention and management of climate related risks: others, e.g. storms and drought (including awareness raising, civil protection and disaster management systems, infra...","(1.1) Governance Framework(EN)

(1.2) Quality and Risk Management Strategy (QRMS)(EN)

(1.3) Project Guide on Financial Procedures(EN)

(1.4) Procurement and Recruitment Plan(EN)

(1.5) Manual on Reporting Procedures(EN..."
keep.eu,https://keep.eu/projects/33250/,2026-06-01T04:30:59.246Z,33250,00012,INNOVATILE~A_T_1.1_0261,Towards the decarbonization of tile industry through an innovative semi-wet granulated technology for porcelain tiles,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-08-26,2028-08-25,UNIVERSITAT JAUME I DE CASTELLÓ,Spain,7,Innovation capacity and awareness-raising | Green technologies | Energy efficiency,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 029. Research and innovation processes, technology transfer and cooperation between enterprises, research centres and universities, focusing on the low carbon economy, resilience and adaptation to climate change
~
SU...","(1.1) Project meetings(EN)

(1.2) Monitoring and evaluation plan(EN)

(1.3) Technical Manual on reporting and financial procedures(EN)

(1.4) Quality and risk management strategy(EN)

(1.5) Progress Reports(EN)

(2.1) K..."
keep.eu,https://keep.eu/projects/33249/,2026-06-01T04:30:59.246Z,33249,00014,MAENA~A_T_2.3_0285,Replenishing the sMall wAter cyclE towards a more resilieNt Agriculture,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-09-16,2028-09-15,Mediterranean Renewable Energy Centre,Tunisia,7,Water management | Soil and air quality | Agriculture and fisheries and forestry,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 064. Water management and water resource conservation (including river basin management, specific climate change adaptation measures, reuse, leakage reduction)
~
SUMMARY: The disruption of natural water cycles caused...","(1.1) Administrative and financial Manual(EN)

(1.2) Periodic Reports(EN)

(1.3) Monitoring and risk assessment plans(EN)

(1.4) Project evaluation report(EN)

(2.1) Communication plan(EN)

(2.2) Coordinated image(EN)..."
keep.eu,https://keep.eu/projects/33248/,2026-06-01T04:30:59.246Z,33248,00016,SIMMER~A_T_2.2_0517,Strategic Integration of Operational and Legal Frameworks for Enhanced Resilience and Management of Mediterranean Wildfires,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-10-03,2028-10-02,Ευρωπαϊκό Πανεπιστήμιο Κύπρου,Cyprus,6,Innovation capacity and awareness-raising | Climate change and biodiversity | Knowledge and technology transfer,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 059. Adaptation to climate change measures and prevention and management of climate related risks: fires (including awareness raising, civil protection and disaster management systems, infrastructures and ecosystem-b...","(1.1) Project operational work plan(EN)

(1.2) Quality and risk management plan(EN)

(1.3) Quality reports(EN)

(1.4) Technical Manual on reporting and financial procedures(EN)

(1.5) Minutes of project meetings(EN)

(1..."
keep.eu,https://keep.eu/projects/33247/,2026-06-01T04:30:59.246Z,33247,00018,GREENOLIVE~A_T_2.1_0213,Green Mediterranean through Solar Driven Decarbonization of Industries,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-09-01,2028-08-31,University eCampus,Italy,8,Green technologies | Renewable energy | Energy efficiency,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 041. Energy efficiency renovation of existing housing stock, demonstration projects and supporting measures
~
SUMMARY: The Mediterranean region faces a severe climate crisis and unemployment. The region, being blesse...","(1.1) Technical Manual on reporting and financial procedures(EN)

(1.2) Quality and Risk Management Strategy(EN)

(2.1) Communication and dissemination Plan(EN)

(2.2) Videos(EN)

(2.3) Rollup posters(EN)

(2.4) Stakeho..."
keep.eu,https://keep.eu/projects/33246/,2026-06-01T04:30:59.246Z,33246,00019,YOUTHMED~A_Y_3.1_0624,Empowering YOUTH for an Inclusive MEDiterranean,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-06-27,2027-12-26,جمعية التصميم والتنمية - الفرج,Lebanon,5,Labour market and employment | Education and training | Social inclusion and equal opportunities,"PROJECT TYPE: 2 - Youth-oriented projects
~
MAIN INTERVENTION FIELD: 152. Measures to promote equal opportunities and active participation in society
~
SUMMARY: YOUTHMED addresses critical challenges in the MED region identified in reports by UfM & the United Nations, such as li...","(1.1) Planning and Monitoring(EN)

(1.2) Meetings(EN)

(1.3) Reporting(EN)

(1.4) Monitoring and Follow-up reports(EN)

(2.1) Develop and implement a communication plan(EN)

(2.2) Contents creation(EN)

(2.3) Implementa..."
keep.eu,https://keep.eu/projects/33245/,2026-06-01T04:30:59.246Z,33245,00021,MedPROACT~A_T_2.2_0366,Mediterranean Pilot Actions for Climate Change Adaptation,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-07-01,2028-06-30,Legambiente Nazionale APS - Rete Associativa ETS,Italy,7,Coastal management and maritime issues | Agriculture and fisheries and forestry | Climate change and biodiversity,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 060. Adaptation to climate change measures and prevention and management of climate related risks: others, e.g. storms and drought (including awareness raising, civil protection and disaster management systems, infra...","(1.1) Project Meetings(EN)

(1.2) Technical Manual on reporting and financial procedures(EN)

(2.1) Communication Plan, Inception Video and Final Video, Poster, and other Communication materials(EN)

(2.2) Social media..."
keep.eu,https://keep.eu/projects/33244/,2026-06-01T04:30:59.246Z,33244,00022,DIGIWAVE~A_T_3.1_0124,DigiWAVE : Women Access Versatile Employment in Digital Economy,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-06-25,2028-06-24,Jovesolides: Jóvenes hacia la Solidaridad y Desarrollo,Spain,4,ICT and digital society | Labour market and employment | Social inclusion and equal opportunities,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 145. Support for the development of digital skills
~
SUMMARY: In Europe and the MENA region, the underemployment and segregation of women to specific labour sectors as well as discrimination in the labour market resu...","(1.1) Partner meetings(EN)

(1.2) Coordination, monitoring and risk assessment(EN)

(1.3) Reporting(EN)

(1.4) Financial management(EN)

(2.1) Creating and developing an outreach and visibility strategy(EN)

(2.2) Creat..."
keep.eu,https://keep.eu/projects/33243/,2026-06-01T04:30:59.246Z,33243,00023,YIELD~A_Y_1.2_0618,Youth Innovators Entrepreneurship Launchpad for Deep Tech,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-09-04,2027-09-03,Πανεπιστήμιο Ιωαννίνων - Επιτροπή Ερευνών,Greece,6,Labour market and employment | Education and training | SME and entrepreneurship,"PROJECT TYPE: 2 - Youth-oriented projects
~
MAIN INTERVENTION FIELD: 137. Support for self-employment and business start-ups
~
SUMMARY: YIELD aims at addressing the pressing challenges faced in the EUROMED region by young entrepreneurs targeting deep tech, and especially in the...","(1.1) Project Management Toolkit developed(EN)

(1.2) Project Meetings fulfilled(EN)

(1.3) Project Steering Committee established(EN)

(1.4) Reporting Procedures successfully executed(EN)

(1.5) Impact Assessment and E..."
keep.eu,https://keep.eu/projects/33242/,2026-06-01T04:30:59.246Z,33242,00024,SHARE4MED~A_G_4.1_0512,SHARE4MED,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-07-11,2028-01-10,ETT S.P.A.,Italy,4,"Coastal management and maritime issues | Governance, partnership | Regional planning and development","PROJECT TYPE: 3 - Governance Projects
~
MAIN INTERVENTION FIELD: 173. Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross-border, transnational, maritime and inter-regional context
~
SUM...","(1.1) PTM - Project Technical Manual on reporting and financial procedures(EN)

(1.2) Progress Reports(EN)

(2.1) Project Communication Plan(EN)

(2.2) Project Inception Video and Final Video(EN)

(2.3) Project Poster a..."
keep.eu,https://keep.eu/projects/33241/,2026-06-01T04:30:59.246Z,33241,00027,CERES~A_T_1.2_0072,Centers of Excellence for Resilient Entrepreneurship and Sustainable Solutions,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-08-08,2028-08-07,ΕΘΝΙΚΟ ΚΕΝΤΡΟ ΕΡΕΥΝΑΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΚΗΣ ΑΝΑΠΤΥΞΗΣ,Greece,6,Education and training | SME and entrepreneurship | Knowledge and technology transfer,"PROJECT TYPE: 1 - Thematic projects
~
MAIN INTERVENTION FIELD: 023. Skills development for smart specialisation, industrial transition, entrepreneurship and adaptability of enterprises to change
~
SUMMARY: CERES objective is to establish Centers of Excellence (CoEs) in three pro...","(1.1) Coordination and Scientific/risk management(EN)

(1.2) Data management plan(EN)

(1.3) Technical Manual on reporting and financial procedures(EN)

(1.4) Project meetings(EN)

(1.5) Project reporting(EN)

(2.1) Dis..."
keep.eu,https://keep.eu/projects/33240/,2026-06-01T04:30:59.246Z,33240,00028,MEDinCHAMBERS~A_G_4.1_...,CROSS-BORDER CHAMBERS' NEW SERVICES as driver FOR SUSTAINABLE FAIR TRADE OF TEXTILE INDUSTRY ACROSS MEDITERRANEAN,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-09-24,2027-09-23,CUEIM Consorzio Universitario di Economia Industriale e Manageriale,Italy,7,"Innovation capacity and awareness-raising | Governance, partnership | New products and services","PROJECT TYPE: 3 - Governance Projects
~
MAIN INTERVENTION FIELD: 173. Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross-border, transnational, maritime and inter-regional context
~
SUM...","(1.1) Start-up of the project(EN)

(1.2) Project Management Plan and tool ki(EN)

(1.3) Project monitoring and Evaluation Plan(EN)

(1.4) Technical and financial meetings(EN)

(1.5) Technical Manual on reporting and fin..."
keep.eu,https://keep.eu/projects/33239/,2026-06-01T04:30:59.246Z,33239,00029,CLOSER~A_G_4.1_0087,Connecting LOcal proximity networks Sustaining participatory govERnance,2021 - 2027 Interreg VI-B NEXT Mediterranean Sea Basin (NEXT MED),2021-2027,ongoing,2025-06-17,2027-12-16,Centro per lo Sviluppo Creativo Danilo Dolci,Italy,6,"Institutional cooperation and cooperation networks | Governance, partnership","PROJECT TYPE: 3 - Governance Projects
~
MAIN INTERVENTION FIELD: 173. Enhancing institutional capacity of public authorities and stakeholders to implement territorial cooperation projects and initiatives in a cross-border, transnational, maritime and inter-regional context
~
SUM...","(1.1) Technical Manual on management, reporting and financial procedures(EN)

(1.2) Quality assurance Plan and tools(EN)

(1.3) Progress Reports(EN)

(1.4) Project’s progress meetings (PPM)(EN)

(1.5) External Evaluatio..."
